charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
720 ILCS 5/12-14(a)(3),WH,17,M,2011-11-17T00:00:00,2011-1117031,NO BOND,C DISCH,AGGRAVATED CRIMINAL SEXUAL ASSAULT:THREAT LIFE,None,2013-01-19T05:03:04.349800
720 ILCS 5/18-2(a)(2),BK,21,M,2011-11-16T00:00:00,2011-1116171,NO BOND,01-C-2-5-2,ARMED ROBBERY ARMED WITH FIREARM,250000,2012-12-19T23:28:09.085746
720 ILCS 5/12-14.1(a)(1),W,29,M,2011-11-16T00:00:00,2011-1116167,NO BOND,C DISCH,PREDATORY CRIMINAL SEXUAL ASLT,750000,2012-12-17T22:35:19.046172
625 ILCS 5/4-103(a)(1),BK,21,M,2011-11-16T00:00:00,2011-1116143,NO BOND,T CAMP PR,,None,2012-12-30T20:57:22.154808
720 ILCS 570/402(c),BK,62,M,2011-11-16T00:00:00,2011-1116086,None,15-EM,,50000,None
38-16-1,AS,29,M,2011-11-16T00:00:00,2011-1116062,NO BOND,T CAMP PR,,None,None
720 ILCS 5/12-14.1(a)(1),LW,40,M,2011-11-16T00:00:00,2011-1116061,None,09-2H-2-206,PREDATORY CRIMINAL SEXUAL ASLT,275000,2012-12-19T23:28:02.102797
720 ILCS 5/12-16(a)(,LT,37,M,2011-11-16T00:00:00,2011-1116054,NO BOND,11-CC-1-206,AGG CRIM SEX  AB/THREATEN LIFE,None,None
720 ILCS 5 11-1.20(a)(2) [1578,BK,29,M,2011-11-16T00:00:00,2011-1116036,NO BOND,01-F-1-19-1,ARMED ROBBERY,None,None
720 ILCS 5/12-9(a),WH,36,M,2012-12-18T02:02:35.950612,2011-1116013,NO BOND,10-C-2-8-1,THREATEN A PUBLIC OFFICIAL,None,2012-12-17T01:15:43.317720
720 ILCS 5 31A-1.1 [1360215],LT,17,M,2011-11-15T00:00:00,2011-1115126,NO BOND,09-1F-1-123,BRING/POSS CONTRA PENAL INST,200000,2013-01-14T06:43:54.975753
,BK,21,M,2011-11-15T00:00:00,2011-1115125,,C TRANSFER,,None,2012-12-15T19:54:11.740396
720 ILCS 5/24-1.1(a),BK,25,M,2011-11-15T00:00:00,2011-1115113,NO BOND,T CAMP PR,,None,2013-01-14T06:44:00.480703
720 ILCS 5/18-2(a),BK,19,M,2011-11-15T00:00:00,2011-1115090,None,09-1D-1-139,ARMED ROBBERY,90000,None
720 ILCS 5 12-3.05(b)(1) [1610,LW,42,M,2011-11-15T00:00:00,2011-1115062,NO BOND,TRANSIT,AGGRAVATED BATTERY OF A CHILD:FIREARM/DISC/HARM,500000,2013-01-08T07:19:49.014625
720 ILCS 5/12-11(a)(3),BK,27,M,2011-11-14T00:00:00,2011-1114225,NO BOND,01-F-2-5-2,HOME INVASION ARMED WITH FIREARM,None,None
38-12-3.2,WH,48,M,2011-11-14T00:00:00,2011-1114195,NO BOND,02-D2-U-3-U,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,None,2013-01-15T06:04:12.470526
720 ILCS 5/24-1.6(a)(1),BK,29,M,2011-11-14T00:00:00,2011-1114188,None,11-CH-3-312,AGG UUW W/BODY ARMOR/PRIVATE,250000,None
720 ILCS 5/12-3(a)(1,BK,16,M,2011-11-14T00:00:00,2011-1114138,None,09-3A-3-332,BATTERY/CAUSE BODILY HARM,100000,None
720 ILCS 5/12-11(a)(1),BK,27,M,2011-11-14T00:00:00,2011-1114134,NO BOND,C SHIPMENT,HOME INVASION:ARMED/FORCE/THREAT,300000,2013-01-11T06:53:47.415986
720 ILCS 5/16G-15(a)(1),BK,56,M,2012-12-15T03:10:55.501650,2011-1114089,NO BOND,TRANSIT,IDENTITY THEFT NOT EXCEED 300,None,2012-12-13T23:47:46.285494
720 ILCS 570/401,BK,17,M,2011-11-14T00:00:00,2011-1114080,NO BOND,16-BC-B2-AA,,None,None
720 ILCS 5/12-13(a)(1),BK,37,M,2011-11-14T00:00:00,2011-1114063,None,11-DF-3-403,CRIMINAL SEXUAL ASSAULT:FORCE,300000,None
720 ILCS 5/12-13(a)(1),BK,52,M,2011-11-14T00:00:00,2011-1114051,NO BOND,01-G-2-8-2,CRIMINAL SEXUAL ASSAULT:FORCE,1000000,2012-12-31T00:01:42.418601
720 ILCS 570/401(a)(1)(A),LT,18,M,2011-11-14T00:00:00,2011-1114047,Bond in Process,15-EMAW,,None,None
720 ILCS 5/19-3,BK,33,M,2011-11-13T00:00:00,2011-1113144,None,06-C-2-16-1,RESIDENTIAL BURGLARY,50000,2012-12-23T08:51:55.756403
720 ILCS 5/9-1(a)(1),BK,30,M,2011-11-13T00:00:00,2011-1113140,NO BOND,10-A-4-11-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,2012-12-21T01:20:37.865432
720 ILCS 5/19-1(a),BK,18,M,2011-11-13T00:00:00,2011-1113104,NO BOND,T CAMP PR,,None,None
720 ILCS 570/407,BK,30,M,2011-11-13T00:00:00,2011-1113054,NO BOND,11-AB-1-205,MANUFACTURE/DELIVER/SELL SUBSTANCE TO UNDER 18 YR.,None,None
720 ILCS 5/12-3.3(a),BK,41,M,2011-11-12T00:00:00,2011-1112194,NO BOND,01-G-1-16-2,AGGRAVATED DOMESTIC BATTERY,None,None
000,BK,19,M,2011-11-12T00:00:00,2011-1112180,NO BOND,06-H-2-16-1,VIOLATION OF PROBATION,None,None
720 ILCS 5/18-2(a)(2),BK,23,M,2011-11-12T00:00:00,2011-1112173,None,01-F-2-9-2,ARMED ROBBERY ARMED WITH FIREARM,300000,2013-01-04T01:40:48.102272
38-1005-4,BK,25,M,2011-11-12T00:00:00,2011-1112156,NO BOND,T CAMP PR,,None,None
720 ILCS 5/18-2(a)(1,BK,22,M,2011-11-12T00:00:00,2011-1112145,NO BOND,15-KK,ARMED ROBBERY NO FIREARM,None,None
625 ILCS 5/4-103(a)(1),BK,20,M,2011-11-12T00:00:00,2011-1112144,NO BOND,T CAMP PR,,None,None
720 ILCS 550/4(e),BK,24,M,2011-11-12T00:00:00,2011-1112121,None,15-EM,ILLEGAL POSSESSION OF CANNABIS:OVER 500 GRAMS,75000,None
720 ILCS 5/9-1(a)(1),BK,47,M,2011-11-12T00:00:00,2011-1112058,NO BOND,10-B-4-17-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/9-1(a)(1),WH,24,M,2011-11-11T00:00:00,2011-1111146,NO BOND,09-2H-2-226,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-4(a),BK,17,M,2011-11-11T00:00:00,2011-1111134,None,06-R-2-13-1,AGGRAVATED BATTERY:GREAT BODILY HARM,250000,2013-01-17T07:20:15.881250
720 ILCS 570 401(c)(1) [509610,BK,44,M,2012-12-15T03:10:56.100950,2011-1111127,NO BOND,02-D3-GG-3-,POSS AMT CON SUB EXCEPT(A)/(D),None,2012-12-14T00:16:44.271807
720 ILCS 5/24-1.7(a),BK,29,M,2011-11-11T00:00:00,2011-1111123,NO BOND,09-1A-1-112,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,None,None
Local Charges,BK,17,M,2011-11-11T00:00:00,2011-1111108,NO BOND,11-CF-3-412,ROBBERY,None,None
720 ILCS 5/16-1(a)(3)(A),BK,50,F,2011-11-11T00:00:00,2011-1111026,NO BOND,17-SFFPAW,,None,None
720 ILCS 5/9-1(a)(1),BK,34,M,2011-11-10T00:00:00,2011-1110212,NO BOND,15-KK,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/33A-2(a),BK,44,M,2011-11-10T00:00:00,2011-1110175,None,09-3B-3-330,ARMED VIOLENCE/CATEGORY I - III AND 2ND OFFENSE,100000,None
625 ILCS 5/11-501(d)(1),BK,27,M,2011-11-10T00:00:00,2011-1110151,NO BOND,15-DRAW,,None,None
720 ILCS 5/18-2(a),BK,38,M,2011-11-10T00:00:00,2011-1110121,None,01-C-2-19-2,ARMED ROBBERY,200000,None
720 ILCS 5/19-1(a),BK,53,M,2011-11-10T00:00:00,2011-1110080,None,01-H-1-9-1,BURGLARY SCHOOL OR PLACE OF WORSHIP,100000,None
720 ILCS 5/24-1.6(a),LW,24,M,2011-11-10T00:00:00,2011-1110079,NO BOND,T CAMP PR,,None,None
720 ILCS 5/21-1(1)(a,BK,16,M,2011-11-10T00:00:00,2011-1110078,NO BOND,15-DR,ESCAPE/VIOLATION ELECTRONIC MONITORING,None,None
720 ILCS 5/8-1.1(a),BK,40,M,2011-11-10T00:00:00,2011-1110018,NO BOND,09-1A-1-113,SOLICITATION OF MURDER:FOR 1ST DEGREE MURDER,None,None
720 ILCS 5/12-11(a)(2),WH,26,M,2011-11-09T00:00:00,2011-1109238,None,09-1H-1-126,HOME INVASION:CAUSE INJURY,200000,None
720 ILCS 5/24-1.1(a),BK,31,M,2011-11-09T00:00:00,2011-1109237,NO BOND,01-A-2-5-2,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,None,2012-12-29T00:30:38.582609
720 ILCS 5/9-1(a)(1),LW,18,F,2011-11-09T00:00:00,2011-1109175,NO BOND,04-Q-2-20-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-13(a)(1),BK,53,M,2011-11-09T00:00:00,2011-1109170,None,05-J-1-18-1,CRIMINAL SEXUAL ASSAULT:FORCE,1000000,None
720 ILCS 5/12-14.1(a,LB,29,M,2011-11-09T00:00:00,2011-1109152,None,15-OT,,75000,None
720 ILCS 5/19-1(a),BK,48,M,2011-11-09T00:00:00,2011-1109151,None,05-E-1-1-1,BURGLARY SCHOOL OR PLACE OF WORSHIP,90000,None
720 ILCS 5/24-1.1(a),BK,23,M,2011-11-09T00:00:00,2011-1109106,None,15-DR,,75000,None
625 ILCS 5/11-501(a),BK,42,M,2011-11-09T00:00:00,2011-1109074,None,15-EM,DUI/INTOXICATING COMPOUND,50000,None
720 ILCS 5/12-4.3(a),LW,30,M,2012-12-22T13:05:55.469950,2011-1108154,NO BOND,10-C-4-24-2,AGGRAVATED BATTERY OF A CHILD:FIREARM/DISC/HARM,750000,2012-12-27T22:47:15.117188
720 ILCS 570 402(c) [5101110],BK,46,M,2011-11-08T00:00:00,2011-1108111,NO BOND,02-D4-OL-1-,MANUFACTURE/DELIVER OTHER AMOUNT NON-NARCOTIC I/II,25000,2013-01-08T05:08:50.726093
720 ILCS 5/8-1.2(a),AS,56,M,2011-11-08T00:00:00,2011-1108072,None,01-H-1-6-2,SOLICITATION OF MURDER FOR HIRE:1ST DEGREE MURDER,1000000,None
720 ILCS 5/24-1.7(a),BK,30,M,2011-11-08T00:00:00,2011-1108057,None,10-D-3-9-1,ARMED HABITUAL CRIMINAL,100000,None
720 ILCS 5/12-4(b)(8),BK,42,M,2011-11-08T00:00:00,2011-1108033,NO BOND,08-2S-2-213,AGGRAVATED BATTERY:PUBLIC PLACE,None,None
625 ILCS 5/11-501(a),LT,37,M,2012-12-22T13:24:31.251116,2011-1108031,NO BOND,T CAMP PR,,None,2012-12-21T02:24:00.075261
720 ILCS 5/19-3,BK,19,M,2011-11-07T00:00:00,2011-1107099,NO BOND,02-D1-B-2-B,RESIDENTIAL BURGLARY,None,None
720 ILCS 570/402(c),BK,34,M,2011-11-07T00:00:00,2011-1107091,None,10-D-4-14-1,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
38-12-13,LW,45,M,2011-11-07T00:00:00,2011-1107001,None,01-F-1-1-1,CRIMINAL SEXUAL ASSAULT,500000,None
720 ILCS 570/401(c)(,BK,18,M,2011-11-06T00:00:00,2011-1106158,NO BOND,T CAMP PR,,None,None
720 ILCS 5/19-1,BK,47,M,2011-11-06T00:00:00,2011-1106150,None,02-D4-OL-1-,BURGLARY,40000,None
720 ILCS 5/18-4(a)(4),BK,26,M,2011-11-06T00:00:00,2011-1106135,None,01-C-4-2-2,AGGRAVATED VEHICULAR HIJACKING WITH FIREARM,350000,None
720 ILCS 5/12-4(b)(1),BK,16,M,2011-11-06T00:00:00,2011-1106124,None,01-F-4-18-2,AGGRAVATED BATTERY:USE WEAPON,500000,None
720 ILCS 5/18-2(a)(2),BK,27,M,2011-11-06T00:00:00,2011-1106094,None,01-F-2-6-2,ARMED ROBBERY ARMED WITH FIREARM,250000,None
720 ILCS 5/19-3,BK,23,M,2011-11-06T00:00:00,2011-1106013,None,05-B-2-5-1,RESIDENTIAL BURGLARY,50000,2013-01-06T06:41:43.282341
720 ILCS 5/12-14.1(a,WH,44,M,2011-11-05T00:00:00,2011-1105179,None,15-LV,PREDATORY CRIM SEX ASLT/HARM,750000,2012-12-30T21:40:34.798580
625 ILCS 5/6-303(a),BK,33,M,2011-11-05T00:00:00,2011-1105177,NO BOND,10-D-3-16-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
38-12-3,BK,16,M,2011-11-05T00:00:00,2011-1105175,NO BOND,09-2A-2-212,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/9-1(a)(1),BK,19,M,2011-11-05T00:00:00,2011-1105174,NO BOND,01-D-2-14-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/9-1(a)(1),BK,17,M,2011-11-05T00:00:00,2011-1105173,NO BOND,01-A-2-10-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/24-1.2,LT,22,M,2011-11-05T00:00:00,2011-1105150,NO BOND,16-BC-B3-BB,,None,2012-12-29T02:03:40.827089
720 ILCS 5/9-1(a)(1),LT,26,M,2011-11-05T00:00:00,2011-1105096,NO BOND,10-C-4-5-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 570/401(c)(1),BK,22,M,2011-11-05T00:00:00,2011-1105034,NO BOND,T CAMP PR,,None,None
720 ILCS 5/18-2(a)(2),BK,16,M,2011-11-04T00:00:00,2011-1104206,NO BOND,01-F-1-3-1,ARMED ROBBERY ARMED WITH FIREARM,None,None
95.5-3-501,BK,32,M,2011-11-04T00:00:00,2011-1104130,NO BOND,09-3A-3-313,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-5,BK,18,M,2011-11-04T00:00:00,2011-1104118,NO BOND,T CAMP PR,,None,2013-01-06T06:41:55.136159
720 ILCS 570/401(a)(2),LW,41,M,2011-11-04T00:00:00,2011-1104111,None,11-BB-1-107,MANUFACTURE/DELIVER 15 OR MORE GRAMS OF COCAINE,80000,None
720 ILCS 570/407(b),BK,22,M,2011-11-04T00:00:00,2011-1104109,NO BOND,T CAMP PR,,None,None
625 ILCS 5/6-303(a),LW,34,M,2011-11-04T00:00:00,2011-1104077,NO BOND,T CAMP PR,,None,None
720 ILCS 5/9-1(a)(1),BK,17,M,2011-11-03T00:00:00,2011-1103206,None,01-C-3-17-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,None
720 ILCS 5/12-4(a),BK,55,M,2011-11-03T00:00:00,2011-1103204,None,09-2G-2-229,AGGRAVATED BATTERY:GREAT BODILY HARM,150000,None
720 ILCS 5/12-3.3(a),BK,55,M,2011-11-03T00:00:00,2011-1103142,NO BOND,10-B-4-7-2,MURDER,None,None
720 ILCS 5/12-4(b)(10),BK,53,M,2012-12-15T03:10:56.274481,2011-1103140,NO BOND,02-D2-R-2-R,AGGRAVATED BATTERY:INDIVIDUAL OVER 60 YEARS,None,2012-12-14T00:24:28.937451
720 ILCS 5/19-1(a),BK,17,M,2011-11-03T00:00:00,2011-1103129,None,T CAMP PR,,75000,None
720 ILCS 5/24-1.1(a),LT,29,M,2011-11-03T00:00:00,2011-1103111,None,15-LA,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,30000,2013-01-04T06:54:40.683178
720 ILCS 570/402(c),BK,37,M,2012-12-15T03:10:58.147165,2011-1103096,NO BOND,05-J-2-6-1,POSS AMT CON SUB EXCEPT(A)/(D),None,2012-12-14T02:27:12.809524
720 ILCS 570 402(c) [5101110],BK,17,M,2011-11-03T00:00:00,2011-1103092,NO BOND,06-K-2-18-2,POSS AMT CON SUB EXCEPT(A)/(D),25000,None
720 ILCS 5/12-4(b)(1),LT,18,M,2011-11-03T00:00:00,2011-1103084,None,06-J-2-8-2,AGGRAVATED BATTERY:USE WEAPON,150000,None
720 ILCS 5/19-3,BK,40,M,2012-12-18T02:02:35.220248,2011-1102212,NO BOND,02-D2-N-1-N,RESIDENTIAL BURGLARY,None,2012-12-17T02:28:43.547467
720 ILCS 5/9-1(a)(3),BK,37,M,2011-11-02T00:00:00,2011-1102197,None,15-KK,FIRST DEGREE MURDER:OTHER FORCIBLE FELONY,5000000,None
720 ILCS 5/12-16(c)(1)(i),LW,23,M,2011-11-02T00:00:00,2011-1102151,None,11-DH-3-409,AGGRAVATED CRIMINAL SEXUAL ABUSE:VICTIM UNDER 13,150000,None
720 ILCS 5/9-1(a)(1),BK,16,M,2011-11-02T00:00:00,2011-1102127,None,09-1H-1-126,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,None
720 ILCS 5/9-1(a)(1),BK,17,M,2011-11-02T00:00:00,2011-1102126,None,09-2A-2-213,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,None
720 ILCS 570/405(b),LW,34,M,2011-11-02T00:00:00,2011-1102092,None,11-BD-1-205,CALCULATED CRIM DRUG CONSPIR,50000,None
720 ILCS 5/12-4(b)(1),LT,18,M,2011-11-02T00:00:00,2011-1102068,NO BOND,09-1B-1-110,AGGRAVATED BATTERY:USE WEAPON,None,None
720 ILCS 5 18-1(a) [1100000],BK,17,M,2011-11-02T00:00:00,2011-1102053,NO BOND,01-B-2-4-2,ROBBERY,100000,2013-01-16T07:18:26.792751
720 ILCS 5/9-1(a)(1),BK,27,F,2011-11-02T00:00:00,2011-1102002,None,04-L-1-19-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,2012-12-16T23:39:07.733211
625 ILCS 5/6-303(a),BK,28,M,2011-11-01T00:00:00,2011-1101190,NO BOND,09-2C-2-235,HOME INVASION ARMED WITH FIREARM,None,None
720 ILCS 5 12-5(a) [13581],BK,18,M,2011-11-01T00:00:00,2011-1101175,NO BOND,C SHIPMENT,RECK DISCH FIREARM/ENDANGERS,None,2013-01-06T07:37:41.922086
720 ILCS 5/12-4.6(a),WH,49,M,2011-11-01T00:00:00,2011-1101171,None,11-DF-3-410,AGGRAVATED BATTERY OF A SENIOR CITIZEN,500000,2013-01-11T06:54:09.513261
720 ILCS 5/18-2(a)(2),BK,23,M,2011-11-01T00:00:00,2011-1101087,None,15-LV,ARMED ROBBERY ARMED WITH FIREARM,2000000,2013-01-16T07:18:09.433174
95.5-6-303(a),LT,33,M,2011-11-01T00:00:00,2011-1101074,NO BOND,15-LV,AGGRAVATED UNLAWFUL RESTRAINT,None,None
720 ILCS 570/401(c)(,BK,21,M,2011-11-01T00:00:00,2011-1101068,NO BOND,01-G-3-12-2,AGGRAVATED BATTERY:USE WEAPON,None,None
720 ILCS 5/9-1(a)(1),BK,24,M,2011-11-01T00:00:00,2011-1101057,NO BOND,01-C-2-4-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,2012-12-13T23:34:53.611582
720 ILCS 5/9-1(a)(1),BK,69,M,2011-11-01T00:00:00,2011-1101055,NO BOND,10-A-2-22-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
730 ILCS 150/3(a),BK,49,M,2011-11-01T00:00:00,2011-1101054,NO BOND,10-A-2-2-1,VIOLATE SEX OFF REGIS 2+ ADDRESS 2+ FAIL TO RPT,25000,2013-01-18T06:05:30.452634
720 ILCS 550/4(a),BK,23,M,2011-10-31T00:00:00,2011-1031203,NO BOND,02-D1-D-2-D,POSS AMT CON SUB EXCEPT(A)/(D),None,None
720 ILCS 5/24-1.1,BK,31,M,2012-12-22T13:24:29.703544,2011-1031168,NO BOND,T CAMP PR,,None,2012-12-21T02:18:22.124172
720 ILCS 5 24-1.1(a) [12309],BK,28,M,2011-10-31T00:00:00,2011-1031121,NO BOND,06-J-1-11-2,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,75000,2012-12-15T03:08:33.649768
38-12-3.2,BK,32,M,2011-10-31T00:00:00,2011-1031096,NO BOND,01-A-3-3-1,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 5/24-1.7(a),BK,40,M,2011-10-31T00:00:00,2011-1031078,None,09-3B-3-310,ARMED HABITUAL CRIMINAL,75000,None
720 ILCS 5/19-3,LT,18,M,2011-10-31T00:00:00,2011-1031048,NO BOND,T CAMP PR,,None,None
720 ILCS 5/19-3,LT,19,M,2011-10-31T00:00:00,2011-1031047,NO BOND,T CAMP PR,,None,None
720 ILCS 5/12-14.1(a,BK,33,M,2011-10-30T00:00:00,2011-1030150,NO BOND,09-3H-3-326,PREDATORY CRIMINAL SEXUAL ASLT,None,None
720 ILCS 5/24-1.7(a),BK,36,M,2011-10-30T00:00:00,2011-1030105,None,09-2F-2-223,ARMED HABITUAL CRIMINAL,75000,None
720 ILCS 5/9-1(a)(2),BK,24,M,2011-10-29T00:00:00,2011-1029171,None,09-3G-3-328,FIRST DEGREE MURDER:PROBABLE DEATH/GREAT HARM,500000,None
720 ILCS 5/9-1(a)(1),BK,26,M,2011-10-29T00:00:00,2011-1029151,NO BOND,10-D-3-21-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-2(a),BK,37,M,2011-10-29T00:00:00,2011-1029130,NO BOND,10-C-4-11-2,ARMED ROBBERY,None,None
720 ILCS 5/12-4(a),BK,22,M,2011-10-29T00:00:00,2011-1029086,None,05-M-1-14-2,AGGRAVATED BATTERY:GREAT BODILY HARM,500000,2012-12-15T03:08:20.712237
720 ILCS 5/16-1(a)(1),BK,47,M,2011-10-29T00:00:00,2011-1029082,NO BOND,14-B4-2-04-,THEFT:OBTAINS/EXERTS CONTROL WORSHIP/GOVT,None,None
38-31-6,BK,23,M,2011-10-29T00:00:00,2011-1029049,NO BOND,02-D4-PU-1-,ESCAPE,None,None
720 ILCS 570/402(c),BK,49,M,2011-10-29T00:00:00,2011-1029035,NO BOND,06-A-1-9-2,POSS AMT CON SUB EXCEPT(A)/(D),None,None
720 ILCS 570/407(b)(1),BK,46,M,2011-10-28T00:00:00,2011-1028261,None,11-DH-3-412,VIOLATION OF 1401(C) ON OR NEAR A SCHOOL/PARK,150000,None
720 ILCS 5/24-1.6(a),BK,17,M,2011-10-28T00:00:00,2011-1028174,NO BOND,T CAMP PR,,None,None
720 ILCS 5/12-14.1(a)(2),LT,23,M,2011-10-28T00:00:00,2011-1028161,None,10-D-3-6-1,PREDATORY CRIM SEX ASLT/HARM,275000,None
720 ILCS 5/9-1(a)(1),LW,23,M,2011-10-28T00:00:00,2011-1028146,NO BOND,09-2F-2-202,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-4(b)(17),BK,39,M,2011-10-28T00:00:00,2011-1028140,NO BOND,08-2S-2-214,AGG BATTERY/POLICE/SHERIFF EMP,250000,None
720 ILCS 5/12-3(a)(1,BK,70,M,2011-10-28T00:00:00,2011-1028117,NO BOND,08-2E-2-215,CRIMINAL SEXUAL ABUSE:FORCE,None,2013-01-14T05:03:48.778626
720 ILCS 570/401,LT,40,M,2011-10-28T00:00:00,2011-1028101,NO BOND,15-EM,MANUFACTURE OR DELIVERY OF CONTROLLED SUBSTANCES,None,None
95.5-6-303(a),BK,22,F,2011-10-28T00:00:00,2011-1028074,Bond in Process,17-SFFP,CALCULATED CRIMINAL DRUG CONSPIRACY,None,2012-12-27T20:12:23.750719
720 ILCS 5/19-3,BK,24,M,2011-10-28T00:00:00,2011-1028073,NO BOND,06-N-2-9-1,RESIDENTIAL BURGLARY,None,None
720 ILCS 5/9-1(a)(1),LT,39,M,2011-10-27T00:00:00,2011-1027228,NO BOND,10-D-3-4-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,2013-01-15T07:05:11.399799
720 ILCS 5/12-14.1(a)(1),BK,32,M,2011-10-27T00:00:00,2011-1027218,None,09-3G-3-308,PREDATORY CRIMINAL SEXUAL ASLT,1000000,2012-12-13T23:34:39.625518
430 ILCS 65/2(a)(1),BK,26,M,2011-10-27T00:00:00,2011-1027140,None,15-EM,POSS FIREARM/NO FOID/ELIGIBLE,150000,None
720 ILCS 5 24-1.8(a)(1) [15061,BK,20,M,2011-10-27T00:00:00,2011-1027079,NO BOND,01-E-3-16-2,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,None,None
720 ILCS 5/18-2(a)(2),BK,31,M,2011-10-27T00:00:00,2011-1027030,None,09-1H-1-106,ARMED ROBBERY ARMED WITH FIREARM,500000,None
720 ILCS 5/18-2(a)(2),BK,34,M,2011-10-27T00:00:00,2011-1027025,NO BOND,09-2F-2-222,ARMED ROBBERY ARMED WITH FIREARM,500000,2013-01-11T05:20:14.144124
720 ILCS 5/9-1(a)(1),BK,23,M,2011-10-26T00:00:00,2011-1026233,NO BOND,01-H-4-14-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 570/402(a)(1),BK,26,M,2011-10-26T00:00:00,2011-1026231,None,06-L-2-4-1,ILLEGAL POSSESSION OF 30 OR MORE GRAMS HEROIN,125000,None
720 ILCS 5/19-3,WH,48,M,2011-10-26T00:00:00,2011-1026194,None,02-D2-T-3-T,RESIDENTIAL BURGLARY,100000,None
720 ILCS 5/19-1,WH,47,M,2011-10-26T00:00:00,2011-1026129,NO BOND,05-J-1-11-1,BURGLARY,None,None
95.5-6-303(a),BK,30,M,2011-10-26T00:00:00,2011-1026118,NO BOND,15-US,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,None,None
720 ILCS 5/18-1(a),LT,19,M,2011-10-26T00:00:00,2011-1026099,None,09-2F-2-203,ROBBERY  : ROBBERY/SCHOOL/PLACE WORRSHIP,100000,2013-01-06T06:41:32.144607
720 ILCS 570/401(c)(1),BK,40,M,2011-10-26T00:00:00,2011-1026055,None,11-BG-3-307,MANU/DEL 10-15 GR HEROIN/ANLG,100000,None
720 ILCS 5/12-14.1(a,LW,19,M,2011-10-26T00:00:00,2011-1026035,None,10-D-4-13-1,PREDATORY CRIM SEX ASLT/HARM,1000000,None
720 ILCS 5/18-2(a)(2,BK,18,M,2011-10-25T00:00:00,2011-1025184,NO BOND,15-EM,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 570/402(a)(2)(D),LT,42,M,2011-10-25T00:00:00,2011-1025131,None,02-D3-AA-1-,POSSESS 900 OR MORE GRAMS OF COCAINE,125000,None
720 ILCS 5/19-1(a),BK,19,M,2011-10-25T00:00:00,2011-1025092,NO BOND,06-L-2-17-2,BURGLARY SCHOOL OR PLACE OF WORSHIP,None,2013-01-11T05:19:05.828296
720 ILCS 5/9-1(a)(1),LT,18,M,2011-10-25T00:00:00,2011-1025064,None,09-2A-2-232,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,500000,None
720 ILCS 5/18-2(a)(4),BK,17,M,2011-10-24T00:00:00,2011-1024209,None,10-C-4-22-1,ARMED ROBBERY DISCAHRGE FIREARM RESULTING HARM,400000,None
720 ILCS 5/18-2(a)(2,BK,19,M,2011-10-24T00:00:00,2011-1024157,NO BOND,01-F-4-15-1,ARMED ROBBERY,None,None
720 ILCS 5/18-2(a)(2,BK,18,M,2011-10-24T00:00:00,2011-1024144,NO BOND,09-1H-1-106,ARMED ROBBERY ARMED WITH FIREARM,None,None
